Month,Positive,Neutral,Negative,Feature Title,Feature Description,Feature Type
2/1/2022,9233,679,2679,Expanded access to invitee status feature,"Host can view which calendar invitees have or have not joined the meeting, and can Zoom chat or video call those who have not joined. Formerly only available to Basic and Pro accounts, most Zoom accounts will have access to this feature. If your account does not yet have this feature and you would like to, please contact Zoom to have this enabled.",Meeting/webinar features
2/1/2022,9233,679,2679,Expand/Collapse all Breakouts when self-selecting,"When self-selecting Breakout Rooms, participants can quickly expand all or collapse all available breakout rooms. This makes it easier to find and select the desired breakout, in particular when there are many breakout rooms available to choose from.",Meeting features
2/1/2022,9233,679,2679,Enhancement to public channel mentions,"Users on the same account will be able to see and click on mentions of public channels, regardless of if they are a member of the channel or not. Clicking on the channel mention link when not already a member of the channel will provide the user with a channel preview and the ability to join the channel. External users will not be able to view the channel mention link, unless already a member of that channel.",Chat features
2/1/2022,9233,679,2679,Enhancement to App notifications,"In addition to notifications when an App is pre-approved for use, users will also get notifications when Pre-approval has been disabled, allowing users to install any App on the Marketplace.",Zoom Apps features
1/1/2022,21920,1812,8950,Additional MSI/PLIST/GPO/MDM options: Require client or app authentication when joining a webinar - EnforceAppSignInToJoinForWebinar,"Disabled by default, this requires the desktop client or mobile app to be signed in to a Zoom account to join any webinars. If the host requires specific authentication, the user joining will have to pass that specific authentication check as well.",General features
1/1/2022,21920,1812,8950,Additional MSI/PLIST/GPO/MDM options: Require authentication when joining a webinar - EnforceSignInToJoinForWebinar,"Disabled by default, this requires attendees to be signed in to a Zoom account to join any webinars. Attendees can be signed-in on the web portal when joining through the join URL, or on the desktop client or mobile app directly. If the host requires specific authentication, the user joining will have to pass that specific authentication check as well.",General features
1/1/2022,21920,1812,8950,Additional MSI/PLIST/GPO/MDM options: Require post-meeting virtual background auto-reversal - EnableAutoReverseVirtualBkgnd,"Disabled by default, this enforces the use of the post-meeting virtual background auto-reversal setting, which is controlled by account admins.",General features
1/1/2022,21920,1812,8950,Additional MSI/PLIST/GPO/MDM options: Disable use of Meeting Reactions - DisableMeetingReactions,"Disabled by default, this option disables the use of reactions for any meetings hosted or joined by this device.",General features
1/1/2022,21920,1812,8950,Additional MSI/PLIST/GPO/MDM options: Disable use of Non-verbal feedback - DisableNonVerbalFeedback,"Disabled by default, this option disables the use of non-verbal feedback for any meetings hosted or joined by this device.",General features
1/1/2022,21920,1812,8950,Additional MSI/PLIST/GPO/MDM options: Require hardware acceleration to optimize video sharing - EnableHardwareOptimizeVideoSharing,"Enabled by default, this controls the state of the Use hardware acceleration to optimize video sharing option, found under the Advanced section of the Share Screen settings tab.",General features
1/1/2022,21920,1812,8950,Additional MSI/PLIST/GPO/MDM options: Require low-light video setting - EnableLightAdaption,"Disabled by default, this controls the state of the Adjust for low light video setting.",General features
1/1/2022,21920,1812,8950,Additional MSI/PLIST/GPO/MDM options: Set low-light video setting to Auto/Manual - EnableAutoLightAdaption,"Enabled by default, but dependent on the state of EnableLightAdaption, this option controls if the low-light video setting is set to Auto (enabled) or Manual (disabled). The manual option provides a slider control to adjust how much to compensate for low-light, whereas Auto will adjust this automatically.",General features
1/1/2022,21920,1812,8950,Enhanced registrant authentication option,"Allows hosts to require webinar and meeting registrants be signed-in to the Zoom account associated with the email they registered to join this session with. If trying to join without being signed-in or signed-in with the wrong account, they will be notified and given the option to sign-in or switch account. This feature will not be immediately available, as it is dependent on a backend server update currently scheduled for February 7, 2022.",Meeting/webinar features
